Brand;Year;Model;Car/Suv;Title;UsedOrNew;Transmission;Engine;DriveType;FuelType;FuelConsumption;Kilometres;ColourExtInt;Location;CylindersinEngine;BodyType;Doors;Seats;Price
Toyota;2008;Tarago;Wagon;2008 Toyota Tarago GLI;USED;Automatic;4 cyl, 2.4 L;Front;Unleaded;9.5 L / 100 km;318754;Brown / Grey Cloth;Elderslie, NSW;4 cyl;Wagon; 4 Doors; 8 Seats;7999
Toyota;2019;Corolla;Sedan;2019 Toyota Corolla Ascent;USED;Automatic;4 cyl, 1.8 L;Front;Unleaded;6.6 L / 100 km;68390;Silver / Black;Castle Hill, NSW;4 cyl;Sedan; 4 Doors; 5 Seats;27990
Fiat;2014;500;Hatchback;2014 Fiat 500 POP;USED;Automatic;4 cyl, 1.2 L;Front;Premium;5.1 L / 100 km;143297;Red / -;Goolwa, SA;4 cyl;Hatchback; 3 Doors; 4 Seats;10990
Hyundai;2017;Tucson;SUV;2017 Hyundai Tucson Active X (fwd);USED;Automatic;4 cyl, 2 L;Front;Unleaded;7.9 L / 100 km;69137;Silver / Black;Mcgraths Hill, NSW;4 cyl;SUV; 4 Doors; 5 Seats;26888
Honda;2017;Civic;Sedan;2017 Honda Civic RS;USED;Automatic;4 cyl, 1.5 L;Front;Unleaded;6 L / 100 km;71878;White / -;Saint Marys, NSW;4 cyl;Sedan; 4 Doors; 5 Seats;25990
Mazda;2016;CX-9;SUV;2016 Mazda CX-9 Azami (fwd);USED;Automatic;4 cyl, 2.5 L;Front;Unleaded;8.4 L / 100 km;72230;Red / Black;North Narrabeen, NSW;4 cyl;SUV; 4 Doors; 7 Seats;34990
Toyota;2013;RAV4;SUV;2013 Toyota RAV4 Cruiser (4X4);USED;Manual;4 cyl, 2.5 L;AWD;Unleaded;8.6 L / 100 km;184608;Silver / -;Minchinbury, NSW;4 cyl;SUV; 4 Doors; 5 Seats;19800
Hyundai;2017;Elantra;Sedan;2017 Hyundai Elantra Active 2.0 MPI;USED;Automatic;4 cyl, 2 L;Front;Unleaded;7.2 L / 100 km;152100;Red / Grey;Enfield, SA;4 cyl;Sedan; 4 Doors; 5 Seats;16990
Mitsubishi;2009;Lancer;Hatchback;2009 Mitsubishi Lancer Ralliart Sportback;USED;Automatic;4 cyl, 2 L;AWD;Premium;10.2 L / 100 km;135089;Red / Black;Minchinbury, NSW;4 cyl;Hatchback; 5 Doors; 5 Seats;19995
Land;2015;Rover;SUV;2015 Land Rover Range Rover Autobiography 5.0 V8 SC;USED;Automatic;8 cyl, 5 L;AWD;Premium;13.8 L / 100 km;35036;Black / -;Artarmon, NSW;8 cyl;SUV; 4 Doors; 5 Seats;119900
Mazda;2011;3;Hatchback;2011 Mazda 3 NEO;USED;Automatic;4 cyl, 2 L;Front;Unleaded;8.2 L / 100 km;187189;White / -;Minchinbury, NSW;4 cyl;Hatchback; 5 Doors; 5 Seats;12990
Honda;2016;HR-V;SUV;2016 Honda HR-V VTI-S;USED;Automatic;4 cyl, 1.8 L;Front;Unleaded;6.9 L / 100 km;54079;White / -;Minchinbury, NSW;4 cyl;SUV; 4 Doors; 5 Seats;25995
Renault;2019;Kangoo;Commercial;2019 Renault Kangoo Compact 1.2;USED;Automatic;4 cyl, 1.2 L;Front;Premium;6.5 L / 100 km;98897;White / Grey;Strathalbyn, SA;4 cyl;Commercial; 3 Doors; 2 Seats;24980
Land;2014;Rover;SUV;2014 Land Rover Range Rover Sport 3.0 SDV6 HSE;USED;Automatic;6 cyl, 3 L;AWD;Diesel;7.5 L / 100 km;92350;Black / Black;Artarmon, NSW;6 cyl;SUV; 4 Doors; 5 Seats;55800
Kia;2016;Sportage;SUV;2016 Kia Sportage Platinum (awd);USED;Automatic;4 cyl, 2.4 L;AWD;Unleaded;8.5 L / 100 km;92112;White / Cloth;Granville, NSW;4 cyl;SUV; 4 Doors; 5 Seats;25990
BMW;2013;5;USED Dealer ad;2013 BMW 5 Series 28i;USED;Automatic;-;Other;-;-;120950;Grey / -;Blacktown, NSW;-;;;;24990
Mercedes-Benz;2018;CLA45;Sedan;2018 Mercedes-Benz CLA45 4Matic;USED;Automatic;4 cyl, 2 L;AWD;Premium;7.4 L / 100 km;52045;White / Black;Liverpool, NSW;4 cyl;Sedan; 4 Doors; 5 Seats;64788
Renault;2014;Megane;Hatchback;2014 Renault Megane GT-Line Premium;USED;Automatic;4 cyl, 1.2 L;Front;Premium;5.6 L / 100 km;158960;Grey / Black/Cream Leather;Elderslie, NSW;4 cyl;Hatchback; 5 Doors; 5 Seats;11999
Holden;2016;Commodore;Sedan;2016 Holden Commodore Evoke;USED;Automatic;6 cyl, 3 L;Rear;Unleaded;8.3 L / 100 km;109397;Grey / Grey;Enfield, SA;6 cyl;Sedan; 4 Doors; 5 Seats;19990
Isuzu;2023;D-MAX;Alto Isuzu Ute New Cars;2023 Isuzu D-MAX X-Terrain (4X4);NEW;Automatic;4 cyl, 3 L;4WD;Diesel;8 L / 100 km;25;Grey / Black;Blacktown, NSW;4 cyl;Ute / Tray; 4 Doors; 5 Seats;65640
Kia;2016;Cerato;Hatchback;2016 Kia Cerato S;USED;Automatic;4 cyl, 1.8 L;Front;Unleaded;7.1 L / 100 km;164785;White / -;Haberfield, NSW;4 cyl;Hatchback; 5 Doors; 5 Seats;14995
Nissan;2014;X-Trail;SUV;2014 Nissan X-Trail ST (4X4);USED;Automatic;4 cyl, 2.5 L;4WD;Unleaded;8.3 L / 100 km;203806;Silver / Cloth;Elderslie, NSW;4 cyl;SUV; 4 Doors; 5 Seats;14990
Isuzu;2023;D-MAX;NEW In stock;2023 Isuzu D-MAX LS-M Crew Cab;NEW;Automatic;-;Other;Diesel;-;25;Grey / Black;Blacktown, NSW;-;Ute / Tray;;;60890
Mazda;2017;3;Sedan;2017 Mazda 3 NEO;USED;Automatic;4 cyl, 2 L;Front;Unleaded;5.7 L / 100 km;103688;Silver / -;Pendle Hill, NSW;4 cyl;Sedan; 4 Doors; 5 Seats;18950
Holden;2014;Cruze;Hatchback;2014 Holden Cruze Equipe;USED;Manual;4 cyl, 1.8 L;Front;Unleaded;7 L / 100 km;120700;Blue / Grey;Strathalbyn, SA;4 cyl;Hatchback; 5 Doors; 5 Seats;10990
Lexus;2022;ES250;Sedan;2022 Lexus ES250 F Sport;USED;Automatic;4 cyl, 2.5 L;Front;Premium;6.8 L / 100 km;21166;Grey / F Sport Black/Hadori Aluminium;Waterloo, NSW;4 cyl;Sedan; 4 Doors; 5 Seats;64900
Toyota;2015;Kluger;SUV;2015 Toyota Kluger GX (4X2);USED;Automatic;6 cyl, 3.5 L;Front;Unleaded;10.2 L / 100 km;103316;Silver / -;Campbelltown, NSW;6 cyl;SUV; 4 Doors; 7 Seats;29990
Hyundai;2015;Imax;Wagon;2015 Hyundai Imax;USED;Automatic;4 cyl, 2.5 L;Rear;Diesel;9 L / 100 km;170123;White / -;Blacktown, NSW;4 cyl;Wagon; 4 Doors; 8 Seats;24888
Hyundai;2015;Veloster;Nick's Motors;2015 Hyundai Veloster Coupe;USED;Manual;-;Front;Unleaded;-;94731;Grey / Black;Minchinbury, NSW;-;Hatchback;;;16880
Nissan;2019;X-Trail;SUV;2019 Nissan X-Trail ST (2WD);USED;Automatic;4 cyl, 2.5 L;Front;Unleaded;7.9 L / 100 km;36134;White / Grey;Enfield, SA;4 cyl;SUV; 4 Doors; 5 Seats;28990
Volkswagen;2020;Polo;Hatchback;2020 Volkswagen Polo 70 TSI Trendline;USED;Automatic;3 cyl, 1 L;Front;Premium;5 L / 100 km;31217;White / Black;Jamisontown, NSW;3 cyl;Hatchback; 5 Doors; 5 Seats;21990
Hyundai;2020;I30;Hatchback;2020 Hyundai I30 Active;USED;Automatic;4 cyl, 2 L;Front;Unleaded;7.4 L / 100 km;57610;Red / -;Pendle Hill, NSW;4 cyl;Hatchback; 4 Doors; 5 Seats;23950
Honda;2014;Civic;Sedan;2014 Honda Civic Sport;USED;Automatic;4 cyl, 2 L;Front;Unleaded;7.5 L / 100 km;159621;White / -;Minchinbury, NSW;4 cyl;Sedan; 4 Doors; 5 Seats;16990
Mitsubishi;2011;Triton;Ute / Tray;2011 Mitsubishi Triton GLX (4X4);USED;Manual;4 cyl, 2.5 L;4WD;Diesel;9.1 L / 100 km;225536;White / -;Camden, NSW;4 cyl;Ute / Tray; 2 Doors; 3 Seats;13995
Isuzu;2012;D-MAX;Adelaide Vehicle Centre - Clearance Centre;2012 Isuzu D-MAX SX;USED;Automatic;-;Other;Diesel;-;257027;White / -;Enfield, SA;-;Ute / Tray;;;18990
Fiat;2012;500;Hatchback;2012 Fiat 500 Twin AIR Plus;USED;Manual;2 cyl, 0.9 L;Front;Premium;4 L / 100 km;64179;Red / -;Minchinbury, NSW;2 cyl;Hatchback; 3 Doors; 4 Seats;9995
Nissan;2018;Note;My Car Choice;2018 Nissan Note E-POWER NISMO (HYBRID);USED;Automatic;-;Other;Other;-;51030;White / Black;Greenacre, NSW;-;Hatchback;;;27999
Holden;2007;Astra;Hatchback;2007 Holden Astra CD;USED;Manual;4 cyl, 1.8 L;Front;Unleaded;7.4 L / 100 km;169136;Red / Grey;Leichhardt, NSW;4 cyl;Hatchback; 5 Doors; 5 Seats;5999
Toyota;2020;HiAce;Commercial;2020 Toyota HiAce Slwb;USED;Automatic;6 cyl, 3.5 L;Rear;Unleaded;12 L / 100 km;168623;White / Grey;Lidcombe, NSW;6 cyl;Commercial; 4 Doors; 2 Seats;62999
Holden;2011;Commodore;Sedan;2011 Holden Commodore SV6;USED;Manual;6 cyl, 3.6 L;Rear;Unleaded;10.2 L / 100 km;96235;Blue / Black;Minchinbury, NSW;6 cyl;Sedan; 4 Doors; 5 Seats;24995
Mitsubishi;2017;Outlander;SUV;2017 Mitsubishi Outlander ES 7 Seat (2WD);USED;Automatic;4 cyl, 2.4 L;Front;Unleaded;6.8 L / 100 km;63938;White / -;Pendle Hill, NSW;4 cyl;SUV; 4 Doors; 7 Seats;24950
Subaru;2010;Forester;SUV;2010 Subaru Forester XS;USED;Manual;4 cyl, 2.5 L;AWD;Unleaded;9.3 L / 100 km;171214;Gold / -;Minchinbury, NSW;4 cyl;SUV; 4 Doors; 5 Seats;10990
Nissan;2017;Navara;Ute / Tray;2017 Nissan Navara SL (4X4);USED;Automatic;4 cyl, 2.3 L;4WD;Diesel;7 L / 100 km;139466;White / Black;Artarmon, NSW;4 cyl;Ute / Tray; 4 Doors; 5 Seats;34990
Mitsubishi;2019;Triton;Ute / Tray;2019 Mitsubishi Triton GLS (4X4);USED;Manual;4 cyl, 2.4 L;4WD;Diesel;7.9 L / 100 km;22943;White / Cloth;Liverpool, NSW;4 cyl;Ute / Tray; 4 Doors; 5 Seats;45990
Holden;2018;Commodore;Wagon;2018 Holden Commodore LT;USED;Automatic;4 cyl, 2 L;Front;Diesel;5.7 L / 100 km;179430;White / Grey;Enfield, SA;4 cyl;Wagon; 4 Doors; 5 Seats;16990
Mercedes-Benz;2020;A45;Hatchback;2020 Mercedes-Benz A45 S 4Matic;USED;Automatic;4 cyl, 2 L;AWD;Premium;8.9 L / 100 km;27166;Black / -;Artarmon, NSW;4 cyl;Hatchback; 5 Doors; 5 Seats;88900
Mercedes-Benz;2014;E200;Sedan;2014 Mercedes-Benz E200;USED;Automatic;4 cyl, 2 L;Rear;Premium;6.4 L / 100 km;88315;White / Grey;Chatswood, NSW;4 cyl;Sedan; 4 Doors; 5 Seats;31800
Suzuki;2013;Swift;Southside Auto Wholesale;2013 Suzuki Swift Sport;USED;Automatic;-;Front;Premium;-;136870;White / Black;Caringbah, NSW;-;Hatchback;;;15990
Toyota;2018;Corolla;Hatchback;2018 Toyota Corolla Ascent Sport;USED;Automatic;4 cyl, 1.8 L;Front;Unleaded;6.1 L / 100 km;65490;Blue / Grey;Croydon, NSW;4 cyl;Hatchback; 5 Doors; 5 Seats;23990
Toyota;2019;Corolla;Hatchback;2019 Toyota Corolla Ascent Sport (hybrid);USED;Automatic;4 cyl, 1.8 L;Front;Hybrid;4.2 L / 100 km;39643;White / Grey;Enfield, SA;4 cyl;Hatchback; 5 Doors; 5 Seats;32990
Toyota;2017;HiAce;Nippon Motors;2017 Toyota HiAce DX;USED;Automatic;-;Rear;Unleaded;-;103650;Silver / Black;Ingleburn, NSW;-;Commercial;;;27900
Kia;2012;Grand;Wagon;2012 Kia Grand Carnival S;USED;Automatic;6 cyl, 3.5 L;Front;Unleaded;10.9 L / 100 km;197256;Grey / Grey;Five Dock, NSW;6 cyl;Wagon; 4 Doors; 8 Seats;8990
Lexus;2007;RX350;SUV;2007 Lexus RX350 Sports Luxury;USED;Automatic;6 cyl, 3.5 L;4WD;Unleaded;11.2 L / 100 km;202918;Silver / -;Minto, NSW;6 cyl;SUV; 4 Doors; 5 Seats;10950
Toyota;2017;RAV4;SUV;2017 Toyota RAV4 GX (4X4);USED;Automatic;4 cyl, 2.5 L;AWD;Unleaded;8.5 L / 100 km;114841;White / -;Campbelltown, NSW;4 cyl;SUV; 4 Doors; 5 Seats;26990
Skoda;2013;Octavia;Wagon;2013 Skoda Octavia 110 TDI Elegance;USED;Automatic;4 cyl, 2 L;Front;Diesel;4.9 L / 100 km;156058;Brown / -;Goolwa, SA;4 cyl;Wagon; 4 Doors; 5 Seats;16990
Kia;2019;Carnival;Wagon;2019 Kia Carnival S;USED;Automatic;6 cyl, 3.3 L;Front;Unleaded;10.8 L / 100 km;84549;Silver / Black Cloth;Blacktown, NSW;6 cyl;Wagon; 4 Doors; 8 Seats;33280
Audi;2019;A3;Sedan;2019 Audi A3 35 Tfsi S Line Plus;USED;Automatic;4 cyl, 1.4 L;Front;Premium;5.1 L / 100 km;19204;White / Black;Mascot, NSW;4 cyl;Sedan; 4 Doors; 5 Seats;38990
Hyundai;2020;Tucson;SUV;2020 Hyundai Tucson Highlander (awd);USED;Automatic;4 cyl, 1.6 L;AWD;Unleaded;7.7 L / 100 km;19590;Grey / Black;Ryde, NSW;4 cyl;SUV; 4 Doors; 5 Seats;43990
Volkswagen;2017;Golf;Wagon;2017 Volkswagen Golf 110 TSI Comfortline;USED;Automatic;4 cyl, 1.4 L;Front;Premium;5.6 L / 100 km;151413;White / -;Arncliffe, NSW;4 cyl;Wagon; 4 Doors; 5 Seats;15990
Mitsubishi;2015;Lancer;Sedan;2015 Mitsubishi Lancer LS;USED;Manual;4 cyl, 2 L;Front;Unleaded;6.9 L / 100 km;69270;White / -;Minchinbury, NSW;4 cyl;Sedan; 4 Doors; 5 Seats;15990
Ford;2016;Focus;Hatchback;2016 Ford Focus Trend;USED;Automatic;4 cyl, 1.5 L;Front;Unleaded;6.2 L / 100 km;123606;Blue / Grey;Enfield, SA;4 cyl;Hatchback; 5 Doors; 5 Seats;15990
Mercedes-Benz;2013;Sprinter;Commercial;2013 Mercedes-Benz Sprinter 416CDI MWB;USED;Automatic;4 cyl, 2.1 L;Rear;Diesel;0 L / 100 km;151045;White / -;Condell Park, NSW;4 cyl;Commercial; 2 Doors; 2 Seats;35990
Nissan;2014;Serena;Nippon Motors;2014 Nissan Serena Highway Star S-Hybrid;USED;Automatic;-;Front;Unleaded;-;77243;Black / Black;Ingleburn, NSW;-;Commercial;;;22900
Mini;2017;Clubman;Wagon;2017 Mini Clubman Cooper S;USED;Automatic;4 cyl, 2 L;Front;Premium;5.9 L / 100 km;52608;Blue / Black;Jamisontown, NSW;4 cyl;Wagon; 4 Doors; 5 Seats;34990
Toyota;2017;Yaris;Hatchback;2017 Toyota Yaris Ascent;USED;Automatic;4 cyl, 1.3 L;Front;Unleaded;6.4 L / 100 km;18210;Blue / -;Alexandria, NSW;4 cyl;Hatchback; 5 Doors; 5 Seats;21990
Holden;2015;Commodore;Wagon;2015 Holden Commodore SV6;USED;Automatic;6 cyl, 3.6 L;Rear;Unleaded;9.8 L / 100 km;142084;White / Grey;Strathalbyn, SA;6 cyl;Wagon; 4 Doors; 5 Seats;20980
Skoda;2015;Octavia;Hatchback;2015 Skoda Octavia RS 162 TSI;USED;Automatic;4 cyl, 2 L;Front;Premium;6.6 L / 100 km;133091;Blue / Grey;Croydon, NSW;4 cyl;Hatchback; 5 Doors; 5 Seats;22999
Volkswagen;2017;Tiguan;SUV;2017 Volkswagen Tiguan 162 TSI Highline;USED;Automatic;4 cyl, 2 L;AWD;Premium;8.1 L / 100 km;77771;White / Black;Sutherland, NSW;4 cyl;SUV; 4 Doors; 5 Seats;38499
Ford;2022;Escape;SUV;2022 Ford Escape Vignale (awd);USED;Automatic;4 cyl, 2 L;AWD;Premium;8.6 L / 100 km;4586;Silver / Black;Castle Hill, NSW;4 cyl;SUV; 4 Doors; 5 Seats;54990
Hyundai;2017;Santa;Exclusive Autohaus;2017 Hyundai Santa FE Active;USED;Automatic;-;Other;-;-;67173;White / Grey;Blacktown, NSW;-;Wagon;;;29999
Mercedes-Benz;2021;E200;Sedan;2021 Mercedes-Benz E200;USED;Automatic;4 cyl, 2 L;Rear;Premium;8 L / 100 km;76233;Silver / Black;Blacktown, NSW;4 cyl;Sedan; 4 Doors; 5 Seats;77880
Mazda;2013;2;Hatchback;2013 Mazda 2 NEO Sport;USED;Automatic;4 cyl, 1.5 L;Front;Unleaded;6.8 L / 100 km;63626;Silver / -;Minchinbury, NSW;4 cyl;Hatchback; 5 Doors; 5 Seats;15995
Hyundai;2016;Accent;Sedan;2016 Hyundai Accent Active;USED;Automatic;4 cyl, 1.4 L;Front;Unleaded;6.2 L / 100 km;100968;Red / Grey;Enfield, SA;4 cyl;Sedan; 4 Doors; 5 Seats;13990
Hyundai;2018;Iload;Commercial;2018 Hyundai Iload 3S Liftback;USED;Automatic;4 cyl, 2.5 L;Rear;Diesel;8.8 L / 100 km;89185;White / -;Minchinbury, NSW;4 cyl;Commercial; 4 Doors; 3 Seats;32800
Toyota;2018;Camry;Sedan;2018 Toyota Camry Ascent (hybrid);USED;Automatic;4 cyl, 2.5 L;Front;Hybrid;4.2 L / 100 km;94595;White / -;Seven Hills, NSW;4 cyl;Sedan; 4 Doors; 5 Seats;34990
Lexus;2018;RX450HL;SUV;2018 Lexus RX450HL Sport Luxury Hybrid;USED;Automatic;6 cyl, 3.5 L;AWD;Hybrid;6 L / 100 km;105240;Silver / Black;Burwood, NSW;6 cyl;SUV; 4 Doors; 7 Seats;68800
Holden;2014;Cruze;Hatchback;2014 Holden Cruze Equipe;USED;Automatic;4 cyl, 1.8 L;Front;Unleaded;7.4 L / 100 km;131325;Black / Black;Blacktown, NSW;4 cyl;Hatchback; 5 Doors; 5 Seats;10999
Mitsubishi;2021;ASX;SUV;2021 Mitsubishi ASX ES (2WD);USED;Automatic;4 cyl, 2 L;Front;Unleaded;7.6 L / 100 km;27283;White / Grey;Enfield, SA;4 cyl;SUV; 4 Doors; 5 Seats;29990
Toyota;2020;HiAce;Windsor Toyota Used;2020 Toyota HiAce;USED;Automatic;-;Other;-;-;35627;White / -;Windsor, NSW;-;Commercial;;;64888
Hyundai;2017;I40;Sedan;2017 Hyundai I40 Active;USED;Automatic;4 cyl, 1.7 L;Front;Diesel;5.1 L / 100 km;154113;White / -;Minchinbury, NSW;4 cyl;Sedan; 4 Doors; 5 Seats;18990
Mitsubishi;2013;ASX;SUV;2013 Mitsubishi ASX Aspire (4WD);USED;Manual;4 cyl, 1.8 L;4WD;Diesel;5.9 L / 100 km;105511;White / -;Minchinbury, NSW;4 cyl;SUV; 4 Doors; 5 Seats;15995
Jeep;2017;Grand;SUV;2017 Jeep Grand Cherokee Limited (4X4);USED;Automatic;6 cyl, 3 L;4WD;Diesel;7.5 L / 100 km;202298;Silver / Black Leather;Elderslie, NSW;6 cyl;SUV; 4 Doors; 5 Seats;24999
Hyundai;2014;I30;Wagon;2014 Hyundai I30 Tourer Active 1.6 GDI;USED;Automatic;4 cyl, 1.6 L;Front;Unleaded;6.9 L / 100 km;228225;White / -;Minchinbury, NSW;4 cyl;Wagon; 4 Doors; 5 Seats;11995
Audi;2010;A6;Sedan;2010 Audi A6 3.0 Tfsi Quattro;USED;Automatic;6 cyl, 3 L;AWD;Premium;9.5 L / 100 km;158053;Grey / -;Minchinbury, NSW;6 cyl;Sedan; 4 Doors; 5 Seats;17800
Ford;2014;Territory;SUV;2014 Ford Territory Titanium (4X4);USED;Automatic;6 cyl, 2.7 L;AWD;Diesel;9 L / 100 km;202408;White / -;Penrith, NSW;6 cyl;SUV; 4 Doors; 7 Seats;15950
Kia;2018;Sorento;SUV;2018 Kia Sorento SLI (4X2);USED;Automatic;6 cyl, 3.5 L;Front;Unleaded;10 L / 100 km;110565;Blue / Grey;Enfield, SA;6 cyl;SUV; 4 Doors; 7 Seats;31990
Nissan;2018;Qashqai;SUV;2018 Nissan Qashqai N-TEC;USED;Automatic;4 cyl, 2 L;Front;Unleaded;6.9 L / 100 km;106354;Red / -;Penrith, NSW;4 cyl;SUV; 4 Doors; 5 Seats;23950
Renault;2015;Trafic;Commercial;2015 Renault Trafic SWB;USED;Manual;4 cyl, 1.6 L;Front;Diesel;6.2 L / 100 km;150121;White / -;Granville, NSW;4 cyl;Commercial; 4 Doors; 3 Seats;24999
Kia;2016;Carnival;Wagon;2016 Kia Carnival Platinum;USED;Automatic;4 cyl, 2.2 L;Front;Diesel;7.7 L / 100 km;172975;Grey / -;Mcgraths Hill, NSW;4 cyl;Wagon; 4 Doors; 8 Seats;34888
GWM;2022;UTE;NEW In stock;2022 GWM UTE Cannon XSR;NEW;Automatic;-;Other;Diesel;-;23;Black / -;Kirrawee, NSW;-;Ute / Tray;;;52585
Holden;2016;Cruze;Sedan;2016 Holden Cruze Equipe;USED;Automatic;4 cyl, 1.8 L;Front;Unleaded;7.4 L / 100 km;65962;Blue / Grey;Enfield, SA;4 cyl;Sedan; 4 Doors; 5 Seats;15490
Nissan;2011;Elgrand;Nippon Motors;2011 Nissan Elgrand Highway Star Premium;USED;Automatic;-;Front;Unleaded;-;121813;Black / Black;Ingleburn, NSW;-;Wagon;;;26900
BMW;2010;330D;Sedan;2010 BMW 330D;USED;Automatic;6 cyl, 3 L;Rear;Diesel;6.2 L / 100 km;134371;Black / -;Elderslie, NSW;6 cyl;Sedan; 4 Doors; 5 Seats;16999
Land;2016;Rover;SUV;2016 Land Rover Range Rover Evoque TD4 150 SE;USED;Automatic;4 cyl, 2 L;AWD;Diesel;5.1 L / 100 km;143911;Black / -;Five Dock, NSW;4 cyl;SUV; 5 Doors; 5 Seats;27999
Toyota;2015;Alphard;Sun Auto Group Five Dock;2015 Toyota Alphard SC PACKAGE;USED;Automatic;-;Other;Unleaded;-;59672;Black / Black;Five Dock, NSW;-;Wagon;;;62900
Isuzu;2021;MU-X;SUV;2021 Isuzu MU-X LS-U (4X4);USED;Automatic;4 cyl, 3 L;4WD;Diesel;8.3 L / 100 km;46800;Blue / -;Enfield, SA;4 cyl;SUV; 4 Doors; 7 Seats;62990
Holden;2015;Caprice;Sedan;2015 Holden Caprice V;USED;Automatic;8 cyl, 6 L;Rear;Premium;11.7 L / 100 km;109689;White / Grey;Castle Hill, NSW;8 cyl;Sedan; 4 Doors; 5 Seats;36990
Mitsubishi;2016;ASX;SUV;2016 Mitsubishi ASX LS (2WD);USED;Automatic;4 cyl, 2 L;Front;Unleaded;7.4 L / 100 km;85277;Silver / Black;Smeaton Grange, NSW;4 cyl;SUV; 4 Doors; 5 Seats;20490
Volvo;2015;V40;Hatchback;2015 Volvo V40 D4 Luxury;USED;Automatic;4 cyl, 2 L;Front;Diesel;4.5 L / 100 km;224382;White / -;Penrith, NSW;4 cyl;Hatchback; 5 Doors; 5 Seats;13950
Toyota;2020;RAV4;SUV;2020 Toyota RAV4 GX (2WD);USED;Automatic;4 cyl, 2 L;Front;Unleaded;6.5 L / 100 km;31709;White / -;Waterloo, NSW;4 cyl;SUV; 5 Doors; 5 Seats;39888
Honda;2007;Jazz;Hatchback;2007 Honda Jazz GLI;USED;Automatic;4 cyl, 1.3 L;Front;Unleaded;5.6 L / 100 km;220108;Purple / -;Goolwa, SA;4 cyl;Hatchback; 5 Doors; 5 Seats;6490
Holden;2007;Commodore;Sedan;2007 Holden Commodore Omega;USED;Automatic;6 cyl, 3.6 L;Rear;Unleaded;11 L / 100 km;119275;Red / -;Minchinbury, NSW;6 cyl;Sedan; 4 Doors; 5 Seats;11995
Toyota;2021;Corolla;Hatchback;2021 Toyota Corolla Ascent Sport + TR KIT;USED;Manual;4 cyl, 2 L;Front;Unleaded;6.3 L / 100 km;6476;Black / -;Waitara, NSW;4 cyl;Hatchback; 5 Doors; 5 Seats;34888
Holden;2010;Barina;Sedan;2010 Holden Barina;USED;Automatic;4 cyl, 1.6 L;Front;Unleaded;7.6 L / 100 km;137821;Red / -;Camden, NSW;4 cyl;Sedan; 4 Doors; 5 Seats;7995
Hyundai;2009;I30;Hatchback;2009 Hyundai I30 SX;USED;Automatic;4 cyl, 2 L;Front;Unleaded;7.6 L / 100 km;181708;Silver / -;Minchinbury, NSW;4 cyl;Hatchback; 5 Doors; 5 Seats;10990
Nissan;2018;Qashqai;SUV;2018 Nissan Qashqai ST-L;USED;Automatic;4 cyl, 2 L;Front;Unleaded;6.9 L / 100 km;36067;White / -;Ryde, NSW;4 cyl;SUV; 4 Doors; 5 Seats;29990
Toyota;2018;Hilux;Ute / Tray;2018 Toyota Hilux Workmate (4X4);USED;Automatic;4 cyl, 2.4 L;4WD;Diesel;8.3 L / 100 km;148620;White / Grey;Enfield, SA;4 cyl;Ute / Tray; 4 Doors; 5 Seats;37980
Mitsubishi;2011;ASX;Auto Outlet Direct;2011 Mitsubishi ASX Platinum 2WD;USED;Automatic;-;Front;Unleaded;-;181443;Grey / -;Five Dock, NSW;-;Wagon;;;8999
Hyundai;2018;Santa;SUV;2018 Hyundai Santa FE Highlander Crdi Dark Burg AWD;USED;Automatic;4 cyl, 2.2 L;AWD;Diesel;7.5 L / 100 km;59202;Blue / Black;North Narrabeen, NSW;4 cyl;SUV; 4 Doors; 7 Seats;42750
Volkswagen;2016;Multivan;Wagon;2016 Volkswagen Multivan Comfortline TDI340;USED;Automatic;4 cyl, 2 L;Front;Diesel;7.7 L / 100 km;133255;Brown / Black;Blacktown, NSW;4 cyl;Wagon; 4 Doors; 7 Seats;45280
Honda;2013;Jazz;Hatchback;2013 Honda Jazz Vibe;USED;Automatic;4 cyl, 1.3 L;Front;Unleaded;6.6 L / 100 km;53744;Silver / Grey;Enfield, SA;4 cyl;Hatchback; 5 Doors; 5 Seats;15990
Volkswagen;2012;Passat;Wagon;2012 Volkswagen Passat 125 TDI Highline;USED;Automatic;4 cyl, 2 L;Front;Diesel;4.9 L / 100 km;182694;Grey / Blue;Minchinbury, NSW;4 cyl;Wagon; 4 Doors; 5 Seats;11995
Toyota;2020;Corolla;Hatchback;2020 Toyota Corolla ZR TWO Tone Option;USED;Automatic;4 cyl, 2 L;Front;Unleaded;6 L / 100 km;29968;White / -;Blacktown, NSW;4 cyl;Hatchback; 5 Doors; 5 Seats;37888
Kia;2018;Cerato;Hatchback;2018 Kia Cerato S;USED;Automatic;4 cyl, 2 L;Front;Unleaded;7.1 L / 100 km;38492;Grey / Black;Arncliffe, NSW;4 cyl;Hatchback; 5 Doors; 5 Seats;21990
Toyota;2016;HiAce;Nippon Motors;2016 Toyota HiAce DX;USED;Automatic;-;Rear;Unleaded;-;114817;White / Black;Ingleburn, NSW;-;Commercial;;;27900
Toyota;2018;Hilux;Ute / Tray;2018 Toyota Hilux SR (4X4);USED;Automatic;4 cyl, 2.8 L;4WD;Diesel;9 L / 100 km;210705;White / Grey;Lidcombe, NSW;4 cyl;Ute / Tray; 2 Doors; 2 Seats;39999
